vehicle_id,total_error_count,avg_cycle_time,cycle_time_variance,rework_ratio,vendor_defect_ratio,avg_torque,torque_deviation,warranty_flag,feature_snapshot_timestamp
003cc98f-4f50-4205-959b-1c17a7b50cf6,28,49.9575,27.4492,0.04,0.0,99.6603,5.96005,0,2026-02-13 23:02:28
003d47cd-62a0-465b-9f97-df2187d8464c,30,51.1687,32.5932,0.08,0.0,98.9016,6.14809,0,2026-02-13 23:02:28
00422668-e1d5-4bf7-9278-991b061dcda9,31,48.3802,15.296,0.12,0.0,99.512,6.24604,0,2026-02-13 23:02:28
005ee172-e99f-4e35-8084-54f3f9b4e125,36,50.9665,32.5315,0.12,0.3333,97.2016,6.40224,0,2026-02-13 23:02:28
00643521-11e6-4643-96e1-6f138deb96b1,20,52.4679,22.2776,0.1,0.0,98.1974,5.12913,0,2026-02-13 23:02:28
00704098-8ee7-4f0b-a7fd-e092e8bcb1ce,42,52.3074,36.6012,0.2,0.3333,99.7254,4.57365,0,2026-02-13 23:02:28
0074d4f0-0b88-44f4-bbe7-4ead430bc54c,23,49.8673,41.5914,0.0,0.0,95.7184,4.94564,0,2026-02-13 23:02:28
00753ea5-c324-4352-940f-c03f90f56f98,38,50.2415,29.0809,0.08,0.0,99.7486,6.70486,0,2026-02-13 23:02:28
0078f074-c366-4a4b-b110-52be1d149286,11,49.0028,35.6621,0.0,0.0,100.814,6.1139,0,2026-02-13 23:02:28
00798d44-8310-486a-b58f-0919daab382b,17,51.7408,32.3396,0.1,0.0,98.6678,6.56122,0,2026-02-13 23:02:28
007b25c9-db6d-4954-8d88-38d3e2b36df6,36,49.1211,37.7341,0.2,0.0,100.751,6.46627,0,2026-02-13 23:02:28
0089f47d-d2ad-45e8-ac22-a1fd89d99fc7,31,50.5526,23.3579,0.08,0.0,100.755,5.11638,0,2026-02-13 23:02:28
008a00ed-46d9-49c0-9868-52703910de84,39,50.1661,35.8516,0.0,0.0,100.078,6.24284,0,2026-02-13 23:02:28
008c2be1-f890-4957-ba98-c90dc153f608,42,49.9171,22.7276,0.08,0.0,100.996,6.4532,0,2026-02-13 23:02:28
0091ea6e-7961-40e1-bf02-64f8acd3fb26,20,50.4574,37.1995,0.3,0.0,97.8143,5.74133,0,2026-02-13 23:02:28
009c9c31-d54c-43cd-b2ff-a6a2f2ab9b1e,37,49.3356,35.6466,0.2,0.0,100.128,5.67291,0,2026-02-13 23:02:28
00ab14f5-cf64-4b39-9293-a5ebf1d5eb90,16,48.6046,28.4944,0.0,0.0,98.9405,5.89418,0,2026-02-13 23:02:28
00ad67d0-d7b7-4de2-b1d9-fecb3f6637d9,44,49.4564,31.4225,0.08,0.0,99.9475,5.58835,0,2026-02-13 23:02:28
00b1d955-8fe9-41d2-be0f-8b4969fab491,32,48.6831,34.4653,0.04,0.3333,98.4397,4.97166,0,2026-02-13 23:02:28
00b59384-3134-48a8-8fbd-4cdf340c4040,36,49.367,42.6246,0.0,0.0,99.1747,5.55438,0,2026-02-13 23:02:28
00b6e8e1-8c74-4e61-9295-252b9dd33d98,15,51.1604,20.2314,0.2,0.0,98.2506,4.54281,0,2026-02-13 23:02:28
00bcfddb-55f8-4f5f-bc85-fb8f8db2d797,33,50.8693,32.2172,0.04,0.0,99.2983,5.17767,0,2026-02-13 23:02:28
00becbed-9a99-445c-b9cf-32279ea6ef23,41,51.7537,28.5474,0.2,0.0,101.9,5.23711,0,2026-02-13 23:02:28
00ce7836-340c-4751-a9b1-8e43afc145c1,14,50.8679,41.6134,0.1,0.0,98.5622,5.82166,0,2026-02-13 23:02:28
00d22871-027d-4604-906a-ee55918708ed,12,51.103,48.4062,0.0,0.0,97.9019,3.24227,0,2026-02-13 23:02:28
00de7367-4a26-4592-adcd-6815a6f8dc1b,39,51.1546,29.8187,0.08,0.0,99.2688,6.29491,0,2026-02-13 23:02:28
00e925a8-0904-4064-9b67-91cfb1da14fd,42,50.2783,33.2144,0.04,0.0,99.4437,5.2776,0,2026-02-13 23:02:28
01173fd1-c244-4525-a014-3a6478e1b182,15,55.1086,22.1717,0.2,0.0,96.3557,3.18577,0,2026-02-13 23:02:28
0119abb5-4f03-4f39-9bc4-67394a862d5a,13,49.1146,37.1445,0.1,0.0,99.7341,2.99187,0,2026-02-13 23:02:28
011db331-391c-48a4-8dc0-182667376952,40,49.6153,44.7814,0.08,0.0,99.9361,5.50037,0,2026-02-13 23:02:28
0124c82f-df75-4e90-b4b3-485ab003b6f1,39,51.5978,31.0192,0.08,0.0,98.5607,5.48059,0,2026-02-13 23:02:28
0124fefe-b55a-49f2-b729-e867858a1c1a,42,49.3044,30.3947,0.08,0.0,102.014,5.18433,1,2026-02-13 23:02:28
01354d0b-f50f-4e85-ad19-d5add499732d,36,49.4654,39.833,0.08,0.0,101.467,5.22177,0,2026-02-13 23:02:28
015686a9-f0b5-4b74-ac5d-c29aa4089c3b,37,49.6463,32.067,0.08,0.0,99.6547,5.6458,0,2026-02-13 23:02:28
015edf29-e899-41aa-8ff6-6ed94e69f076,30,58.4348,147.398,0.2,0.0,101.819,16.7329,1,2026-02-13 23:02:28
01601218-74c6-4edf-8505-6dddb126165e,41,51.7262,24.8496,0.04,0.0,100.837,5.03373,0,2026-02-13 23:02:28
01620154-1a94-4059-aaac-c526f7496082,14,47.2886,25.7171,0.2,0.3333,102.401,5.83907,0,2026-02-13 23:02:28
0163395e-431e-432b-94c2-85c227eb5b66,46,51.36,28.5585,0.08,0.0,100.306,6.00583,0,2026-02-13 23:02:28
016a1186-4083-46c5-9ca2-a3ca4e06fe5c,14,51.0839,24.4292,0.3,0.0,97.0336,6.49432,0,2026-02-13 23:02:28
01744a57-a23c-42fc-a5a4-92abcacf6bf4,40,49.0978,42.3234,0.04,0.0,101.774,5.14522,0,2026-02-13 23:02:28
0176ba48-2fe0-492e-bf17-bee773346746,13,47.7964,7.76175,0.2,0.3333,100.485,4.96976,0,2026-02-13 23:02:28
017b7a18-ed71-4603-a450-d97f5cd2ba4b,16,49.8157,43.8062,0.1,0.0,100.048,5.45845,0,2026-02-13 23:02:28
017deaf1-a0c6-439c-828d-072017c31a8d,49,50.8958,30.8979,0.0,0.3333,101.017,5.93221,0,2026-02-13 23:02:28
017ef3d0-01a7-4643-9d8a-ce07ef4f34a7,74,57.7487,147.605,0.28,0.0,101.015,15.8365,1,2026-02-13 23:02:28
01824706-3fe0-4500-8ee9-06a24082fb86,33,50.6535,38.1571,0.12,0.0,99.3431,5.65953,0,2026-02-13 23:02:28
01832830-80e6-4b42-bd52-5c211c2d3f94,9,50.8367,30.4052,0.1,0.0,101.837,4.83987,1,2026-02-13 23:02:28
01837f19-a4d5-43c1-bf67-a05f6818ea13,41,50.027,23.3118,0.04,0.0,99.2653,5.77924,0,2026-02-13 23:02:28
018f836d-e2cf-48b0-b23a-35abcec2d31a,33,50.7202,31.3463,0.12,0.0,98.9697,5.33875,1,2026-02-13 23:02:28
0190716c-2790-4c5a-be8f-74494041c8c7,12,49.2785,27.4684,0.1,0.0,100.113,6.87704,0,2026-02-13 23:02:28
019359a6-af16-4465-9ed2-3f9f33986f90,13,51.3769,28.0999,0.1,0.0,101.974,5.93501,0,2026-02-13 23:02:28
0197b0cb-eccf-4187-b80e-5d91ae8253b0,19,49.2061,41.7284,0.1,0.0,100.105,5.63764,0,2026-02-13 23:02:28
019b9540-ca70-4080-80a7-dc06a6776354,40,52.1197,30.9976,0.0,0.0,100.082,5.13749,0,2026-02-13 23:02:28
01a1a75f-2024-4161-acc8-a5235b60354e,31,51.0239,31.9083,0.08,0.0,98.5014,6.00642,0,2026-02-13 23:02:28
01a6fae8-2bf5-4c83-a61e-6db9e1a5a7cc,39,48.6899,36.0027,0.08,0.0,100.372,6.23214,0,2026-02-13 23:02:28
01b49a0e-801b-4c91-9769-c6f43d90340e,39,50.3633,44.1527,0.04,0.0,98.0442,5.42917,0,2026-02-13 23:02:28
01ba758b-06db-485b-b875-d65f74904b4a,17,48.2899,43.9605,0.1,0.0,101.633,5.01234,0,2026-02-13 23:02:28
01dd32fa-9d95-4fdb-9ead-91c6887219d2,10,49.7543,23.6314,0.1,0.0,100.336,5.59191,0,2026-02-13 23:02:28
01e03ecc-75c1-4094-ac3e-3c7c0d1947f9,10,50.5643,38.988,0.0,0.3333,103.073,2.99495,0,2026-02-13 23:02:28
01e17fc3-9566-4b0a-803c-1de4192b14ff,32,49.2652,41.9592,0.08,0.3333,100.867,5.97436,0,2026-02-13 23:02:28
01e913e3-bd02-4821-bcb5-4f7d5ebed7bd,9,48.0695,37.071,0.1,0.3333,98.8461,5.81267,1,2026-02-13 23:02:28
01eef007-1a98-4b4e-a28b-c28e8c850812,35,50.4738,26.7842,0.0,0.0,101.217,6.05245,0,2026-02-13 23:02:28
01f2e0a5-8cf1-4d59-8baf-684f78fc1d1e,36,51.0417,41.4095,0.16,0.0,99.2558,6.42377,0,2026-02-13 23:02:28
01fe4005-55b5-4995-a0ff-1e9437f46997,17,49.5056,31.5751,0.0,0.0,103.31,3.8011,1,2026-02-13 23:02:28
020453d2-67bb-42c6-9bfb-15c4c14c54cb,86,57.7132,115.573,0.36,0.0,100.735,15.0291,1,2026-02-13 23:02:28
020c948c-88a6-4189-bafc-d9e0ea749859,16,48.4049,19.6868,0.1,0.0,102.022,5.2017,0,2026-02-13 23:02:28
02196504-b9d7-4d4d-a928-d98f4f59e486,40,49.2439,21.2275,0.04,0.3333,98.8981,5.64016,0,2026-02-13 23:02:28
021984da-7ff5-4e5b-b53b-8143fc882650,19,49.4652,16.8709,0.1,0.0,103.283,5.26547,0,2026-02-13 23:02:28
021c61c6-898c-48d2-b070-cc0dabcb624d,39,50.1518,33.9252,0.12,0.0,100.914,5.27994,0,2026-02-13 23:02:28
02352903-fa1b-47e8-8b5b-d8d027ebea94,16,46.6349,10.9412,0.2,0.0,99.3591,5.86935,0,2026-02-13 23:02:28
0244d31f-7163-4179-9b67-926a8e3b8658,29,51.484,33.7548,0.04,0.0,100.262,6.30138,0,2026-02-13 23:02:28
02450074-6f78-478b-8696-152b9f82146c,50,50.4896,37.2457,0.2,0.0,97.871,5.30221,0,2026-02-13 23:02:28
0254a66e-23d9-4cea-8e48-3c30321c79d8,12,52.6467,37.0547,0.1,0.0,99.2411,5.66968,0,2026-02-13 23:02:28
025c9da0-34ff-40b9-abcf-025b1acde852,22,49.5521,16.6748,0.2,0.0,103.678,4.45203,0,2026-02-13 23:02:28
026a20a9-9bb5-412b-9a3b-26d07b08ade9,36,49.8194,29.9763,0.08,0.0,100.055,5.88562,0,2026-02-13 23:02:28
026da122-a44c-4d22-8df1-dad4f64cf4ba,40,50.4109,34.6179,0.04,0.3333,100.808,5.79242,0,2026-02-13 23:02:28
0273551d-7f44-4da2-9c7f-8c14b2d776f5,34,52.4366,28.5984,0.12,0.3333,100.368,5.44379,0,2026-02-13 23:02:28
02741047-6009-4fcb-a98b-00cbff5c821a,18,49.9736,30.5603,0.1,0.0,99.9916,5.96062,0,2026-02-13 23:02:28
0274e117-2b95-4010-bd63-f9008b21c85e,47,50.6083,38.139,0.08,0.0,101.503,5.4993,0,2026-02-13 23:02:28
0275bf0c-1258-409b-ad37-cc720ac8ec2e,13,47.7044,32.1234,0.1,0.0,100.223,5.72334,0,2026-02-13 23:02:28
0279e7d9-698d-4caf-9e60-bcec9e8581ee,17,48.663,25.5964,0.1,0.0,99.8059,7.29511,0,2026-02-13 23:02:28
027c3fb8-132d-4cb5-9aee-86ef1835687b,31,51.7472,23.0594,0.16,0.0,98.6964,6.15875,0,2026-02-13 23:02:28
0289f233-a74d-40ff-b8b4-03d381148756,43,49.8313,41.3326,0.2,0.0,101.562,5.80796,0,2026-02-13 23:02:28
028c5697-ef39-4c8e-a6c1-96f84f615f04,37,50.7721,24.0488,0.04,0.0,100.564,5.39636,0,2026-02-13 23:02:28
029069d2-1cf6-41df-b2b5-2bd73b8b9990,36,48.2894,33.0534,0.12,0.0,99.4834,5.63221,0,2026-02-13 23:02:28
0297fed9-144f-4d7a-b6a0-25d84aedf8ac,39,50.429,30.9135,0.08,0.0,100.093,5.77597,0,2026-02-13 23:02:28
029b8bd3-d1c6-4997-a127-f47ad397d2ea,14,48.9222,25.7632,0.0,0.6667,101.713,6.47464,0,2026-02-13 23:02:28
029ffc96-a95e-40ce-9762-4c8beef9abbc,18,48.6623,26.2349,0.0,0.3333,97.5336,4.25652,0,2026-02-13 23:02:28
02ace9e0-d952-4eb5-b085-8759f635cc76,17,50.9301,24.3656,0.0,0.0,99.608,4.53585,0,2026-02-13 23:02:28
02b3ccc1-710b-49a6-8fef-fa0e816f0783,10,49.8003,29.2816,0.0,0.0,98.5448,6.55597,0,2026-02-13 23:02:28
02b5e6d3-c132-4954-9f4c-a82092cef9d1,17,47.0847,18.3598,0.1,0.0,97.8923,4.04172,1,2026-02-13 23:02:28
02b8a347-0b9c-4799-988e-caf4540d0650,36,50.0257,35.7716,0.04,0.0,99.1485,5.52391,0,2026-02-13 23:02:28
02c57043-699d-48e8-8d2e-fdcad18f3f49,17,51.2682,22.6118,0.0,0.0,100.279,6.23849,0,2026-02-13 23:02:28
02f40a86-2e78-4a53-9736-b5d5be127f93,8,48.6774,34.4213,0.1,0.0,99.6277,6.78415,0,2026-02-13 23:02:28
02f85703-839e-4486-88ef-005e80fa52c3,17,50.419,40.6106,0.5,0.0,98.9115,6.05635,0,2026-02-13 23:02:28
02f952f2-e1b8-4475-867f-4baf967ffa06,36,50.9324,32.586,0.16,0.0,99.2048,5.65354,0,2026-02-13 23:02:28
0300bb32-5bb0-46d0-ad1d-2367d41151d6,18,47.6817,38.146,0.1,0.0,99.019,4.07522,0,2026-02-13 23:02:28
0303e093-9a38-49d5-b6bf-e2821b956ae2,35,50.6885,18.159,0.16,0.0,101.112,5.48821,0,2026-02-13 23:02:28
0303e75e-2668-4a8b-ac03-3a3b459b4ff4,42,50.3149,27.4046,0.08,0.3333,99.4221,5.11102,0,2026-02-13 23:02:28
030cceed-1d73-48a9-ac70-858a081e9909,33,48.5559,40.1758,0.16,0.0,99.9138,6.93455,0,2026-02-13 23:02:28
0317009c-a597-440c-96e2-7d658d95c651,16,48.5802,37.7235,0.0,0.0,100.706,5.0557,1,2026-02-13 23:02:28
0319370e-014e-4232-b8d5-a50b703f9b40,11,50.6799,40.6099,0.1,0.0,98.9878,6.97135,0,2026-02-13 23:02:28
031a202e-9b20-4a0b-a235-5b595c9a460f,41,51.5088,29.124,0.0,0.0,100.346,5.32633,0,2026-02-13 23:02:28
032c7a38-99ee-43f3-9ac2-ecb2345c34a2,17,52.2794,41.7951,0.2,0.0,99.3331,4.46681,0,2026-02-13 23:02:28
03354448-7188-4a37-9a49-a05e6b5c9dde,18,50.3337,29.0524,0.0,0.0,101.425,5.79898,0,2026-02-13 23:02:28
0339917a-8f94-4017-9669-12e4232e2868,39,51.2595,28.647,0.08,0.0,100.608,5.08829,0,2026-02-13 23:02:28
033e4641-2dda-4b61-be1f-2becd23ac056,25,60.5669,127.738,0.3,0.3333,104.502,14.5828,1,2026-02-13 23:02:28
03464d17-7d72-472d-a810-e6178281da18,42,49.1928,28.4029,0.12,0.3333,98.5317,6.26705,0,2026-02-13 23:02:28
034c9194-239b-4a92-beba-9939044c6b60,35,50.4733,29.1286,0.2,0.0,100.811,4.71621,0,2026-02-13 23:02:28
03509c5b-6256-4e4a-9150-2cbfb3005ebd,37,49.5392,26.3748,0.08,0.0,98.1199,6.28654,0,2026-02-13 23:02:28
0360928d-246c-47cc-a0b0-c8ab6e0215c7,36,48.9855,31.3286,0.04,0.0,98.9177,5.66071,0,2026-02-13 23:02:28
0377b94f-0657-48a0-af58-e2e838da8fb3,7,52.3382,36.4996,0.0,0.0,97.9747,3.95604,0,2026-02-13 23:02:28
0381f84a-2a5b-4f3c-9175-39d0b991e0d0,14,48.3215,25.0507,0.1,0.0,99.5103,5.19181,0,2026-02-13 23:02:28
0396c0d0-a394-4052-af07-4c302e058146,54,50.317,23.0627,0.08,0.3333,99.3948,6.0547,0,2026-02-13 23:02:28
03984db6-ecab-4afb-89ba-6e037283076a,19,49.6048,40.0835,0.0,0.0,99.2013,6.12354,0,2026-02-13 23:02:28
039dbc0e-6357-404f-a487-f10e436db07d,41,50.7061,26.9582,0.24,0.3333,97.4729,4.87012,0,2026-02-13 23:02:28
03a4f64d-d445-4a34-9312-58f612ffd56d,36,52.2034,36.5263,0.08,0.0,101.603,5.22837,0,2026-02-13 23:02:28
03b080b3-1a8f-40d4-9570-3e05d6d7f545,11,49.7374,29.871,0.1,0.0,99.7748,5.0081,0,2026-02-13 23:02:28
03b37ba0-9ecd-49e3-8326-d3f4c4b52f24,37,51.1201,24.2968,0.12,0.0,97.5318,6.57696,0,2026-02-13 23:02:28
03c18b29-d449-40b1-86c5-887b32b8be10,30,50.8717,40.2759,0.04,0.0,100.923,5.72962,0,2026-02-13 23:02:28
03c7c3e4-e3e2-414f-97d0-e0eb3b2afeaa,18,51.32,40.2146,0.1,0.3333,100.662,5.39265,0,2026-02-13 23:02:28
03cace17-dbe6-4ca4-a9c6-1a3bc6a218ee,34,49.3336,30.5385,0.12,0.0,99.8101,4.79798,1,2026-02-13 23:02:28
03cad038-e598-4e99-b087-357b33f037f7,16,47.33,25.3334,0.1,0.0,99.7693,5.91478,0,2026-02-13 23:02:28
03cfbf48-f33f-4550-bced-0f3e6b594cb5,39,49.2912,33.7863,0.12,0.0,99.5804,5.07314,0,2026-02-13 23:02:28
03d3b248-14e4-49b3-b950-84d4c41eb958,16,45.1245,21.8564,0.1,0.0,98.411,4.94149,0,2026-02-13 23:02:28
03e5eaa3-3d54-4d3c-aa23-25caa3903394,7,49.0936,27.6021,0.1,0.0,99.5348,5.6192,0,2026-02-13 23:02:28
03f93ff7-2e52-491d-ac0b-09dcb8d003e0,44,51.3796,31.231,0.04,0.3333,101.477,6.13478,0,2026-02-13 23:02:28
03fcd91f-1e01-432f-b8e5-0472a53b483a,14,49.6602,60.7782,0.0,0.0,101.483,5.12023,0,2026-02-13 23:02:28
03ff3f35-2294-4c67-b5d9-08b1d5f95cf7,38,50.5554,29.3502,0.04,0.0,100.497,6.11707,0,2026-02-13 23:02:28
04001bbb-c9c9-4c42-961a-fc24d97a8ee0,42,50.0297,35.4576,0.04,0.0,101.747,5.62672,0,2026-02-13 23:02:28
0402ee4a-9a99-40cb-98d2-422e1d9a72ca,19,50.2224,14.6558,0.2,0.0,103.966,4.45892,1,2026-02-13 23:02:28
04065687-6f88-4ce3-bbf5-90779a29ac01,19,49.3314,20.6745,0.0,0.0,100.672,6.41738,0,2026-02-13 23:02:28
040708df-021a-4f2b-bc13-ff8cd5885874,36,49.0684,29.9218,0.04,0.0,98.8463,4.44997,0,2026-02-13 23:02:28
040d2d11-71d6-4ca6-a81c-977aba44b2b8,37,49.1867,25.3512,0.12,0.0,100.737,5.95362,0,2026-02-13 23:02:28
04164a9c-1b57-45a9-9267-123510a373e1,15,49.4423,19.2466,0.1,0.0,102.674,4.25885,0,2026-02-13 23:02:28
0418f145-35ba-402e-8ac9-8f4d95444c37,59,54.9636,115.922,0.28,0.0,105.787,14.18,0,2026-02-13 23:02:28
0426c708-8c62-4197-a7df-1694ac21fbc0,17,50.7682,30.2341,0.0,0.0,98.5841,6.37845,0,2026-02-13 23:02:28
042bd4af-b8a7-4f2a-b0b6-0c213fd657df,15,50.2517,35.2306,0.2,0.0,98.5324,5.33034,0,2026-02-13 23:02:28
042c4d73-aee7-4582-84a8-6d08a86cad0a,18,49.1791,34.341,0.1,0.0,98.6753,4.03404,0,2026-02-13 23:02:28
042e9a86-31f2-41e7-aeea-1ebf97ea7e40,33,46.7073,19.3686,0.04,0.0,101.361,5.76012,0,2026-02-13 23:02:28
0434dd64-89af-4bd5-bffe-19e197de96bb,15,47.3511,34.8402,0.1,0.0,99.5156,6.06277,0,2026-02-13 23:02:28
043f10e0-dda0-4133-86eb-e2eb92aff9d7,36,48.4478,33.505,0.08,0.0,98.9981,5.63051,0,2026-02-13 23:02:28
043fcd87-4ee1-44ce-b8f2-751558c0f7db,33,51.5326,29.1049,0.12,0.0,100.264,4.86643,0,2026-02-13 23:02:28
0441267d-05a5-4d61-8596-7ad19f6c8aeb,19,49.7719,21.7072,0.0,0.0,98.5336,6.33706,0,2026-02-13 23:02:28
0444ddaa-ee81-440f-b952-4ae582d48eb0,14,50.3665,37.0721,0.0,0.0,99.874,5.20287,0,2026-02-13 23:02:28
04460387-6678-4fa1-ab18-6c4df13856e6,12,47.9885,26.3407,0.1,0.0,100.651,5.23509,0,2026-02-13 23:02:28
04486cbc-e2ff-4e64-9e83-a991457424b2,26,50.81,46.2052,0.08,0.0,99.2551,5.29138,1,2026-02-13 23:02:28
044fd995-dc8c-4e5e-ad02-4ffb54b9c336,40,51.2056,39.4494,0.12,0.0,101.28,4.96879,0,2026-02-13 23:02:28
04547535-8238-4ec5-93ca-2a476f86c9d9,6,50.0967,27.1777,0.1,0.0,97.2036,4.02781,0,2026-02-13 23:02:28
045674c5-6d40-4b30-9122-b82a1e8fbdd3,16,53.2416,16.2539,0.0,0.3333,103.753,3.9059,0,2026-02-13 23:02:28
045cd8c9-a14d-400b-9ea4-d89792e23fbd,13,51.3613,45.1068,0.1,0.0,101.159,5.43536,0,2026-02-13 23:02:28
045f5c33-da91-49b0-aa9a-8108a0759aa6,15,47.0395,37.617,0.0,0.0,98.4194,5.25028,0,2026-02-13 23:02:28
0470bf3a-8ebc-4739-92ed-6ee349230b14,34,48.1064,21.1045,0.04,0.0,99.1311,5.61727,0,2026-02-13 23:02:28
0480052c-41f2-48ff-93e8-e5ce8df40b46,39,50.9402,38.0417,0.12,0.0,98.4239,5.94108,0,2026-02-13 23:02:28
048110da-c7c0-4513-a512-c247b5bc08da,17,51.8609,25.9128,0.0,0.0,101.881,4.85143,0,2026-02-13 23:02:28
0489d3d8-6783-4785-959c-7af3022d0e42,39,49.9744,29.8193,0.04,0.0,101.144,5.82336,1,2026-02-13 23:02:28
048e2a80-4f58-429e-ae81-10eb0e2e5795,43,49.5807,33.932,0.12,0.0,101.346,5.55724,0,2026-02-13 23:02:28
04906528-6599-46b7-b5e7-2fb7f749520c,44,48.5061,26.7473,0.16,0.0,101.438,5.64581,0,2026-02-13 23:02:28
049894cd-cb6c-485f-93f3-552c327bc6da,41,52.2175,28.0414,0.08,0.3333,100.058,5.68694,0,2026-02-13 23:02:28
04a4fa15-2b5f-436d-a5c5-4c1a7ca058b9,41,50.3749,33.8388,0.16,0.0,100.211,5.7881,0,2026-02-13 23:02:28
04a7a581-6f9f-4b9b-a925-6fb517652f01,43,47.7573,30.6788,0.12,0.0,99.7471,5.7475,0,2026-02-13 23:02:28
04b24fdf-01b8-4c86-b0c7-542233030691,37,49.4494,36.485,0.04,0.0,100.292,6.07314,0,2026-02-13 23:02:28
04b2a3cf-3ce9-4fab-844a-e4df8dfeaaa5,38,50.8275,29.7477,0.08,0.0,100.72,5.71191,0,2026-02-13 23:02:28
04b587ab-d7fb-41fd-bf8c-fc0d23d70fb9,16,52.7804,24.8514,0.1,0.0,103.848,5.07579,0,2026-02-13 23:02:28
04bd0c27-2a70-47a2-91bf-ed4926248493,41,50.0652,32.6913,0.2,0.3333,99.1616,6.0479,0,2026-02-13 23:02:28
04c10f8d-c568-47c2-893b-68aedc8e08cf,15,49.0529,35.0814,0.1,0.3333,103.054,4.74817,0,2026-02-13 23:02:28
04c2a64d-2983-40e3-b804-6f427c2366a2,43,52.0186,30.0524,0.08,0.3333,100.333,4.91198,0,2026-02-13 23:02:28
04c77053-7c35-4e90-8bc8-99a0933fbf3b,19,50.6564,25.3734,0.1,0.3333,98.9848,5.1317,0,2026-02-13 23:02:28
04cda3fd-63a2-452c-83af-6c2135bb1226,41,50.6199,21.2495,0.12,0.3333,99.8396,6.43723,0,2026-02-13 23:02:28
04cde0a9-ea56-4199-a71e-308fcd745576,40,51.5063,34.5204,0.04,0.0,99.3263,5.16467,0,2026-02-13 23:02:28
04cfefba-738c-474c-930e-45014de7a306,47,49.8288,38.1041,0.04,0.3333,99.0794,5.59616,0,2026-02-13 23:02:28
04d045c5-1bb5-4e44-ba3d-663280527543,15,51.0698,53.7185,0.2,0.0,99.645,2.81216,0,2026-02-13 23:02:28
04dbb64b-9b60-471b-ba0e-25af0d3bef91,37,49.9978,22.493,0.12,0.0,99.7169,4.28377,0,2026-02-13 23:02:28
04e18f67-e230-4276-a7e9-eddb34ec22c9,39,50.743,44.8904,0.04,0.0,100.733,5.17531,0,2026-02-13 23:02:28
04e1cf28-6ff7-4656-941a-380b1f8096d2,36,51.4708,34.3508,0.08,0.0,98.7221,4.92812,0,2026-02-13 23:02:28
04e21616-051e-426d-9699-3a1f733ead6a,38,48.748,29.1388,0.2,0.0,98.6484,5.60579,0,2026-02-13 23:02:28
04e5d691-8569-490a-bd87-9f4df2ecf48c,13,50.4627,26.5202,0.0,0.0,98.7124,5.80781,0,2026-02-13 23:02:28
04efc854-e70e-42f1-9305-39fbe72f83a5,36,50.0154,29.7893,0.08,0.3333,100.89,4.82534,0,2026-02-13 23:02:28
04f194ee-538b-48f9-b5bf-b1a3d15877bb,47,49.8227,47.6766,0.04,0.0,101.332,5.4728,0,2026-02-13 23:02:28
